Designator,Mid X,Mid Y,Rotation,Layer
D1,58.897158,-71.999999,90.0,top
D2,96.897158,-71.999999,90.0,top
SW1,71.0,-72.0,0.0,top
SW2,86.75,-71.75,0.0,top
U1,66.0,-56.0,0.0,top
U2,90.0,-56.0,180.0,top
